ALO Lidar Data on 20190630

UT (hour) for each column
  19.0000   19.1000   19.2000   19.3000   19.4000   19.5000   19.6000   19.7000   19.8000   19.9000   20.0000   20.1000   20.2000   20.3000   20.4000   20.5000   20.6000   20.7000   20.8000   20.9000   21.0000   21.1000   21.2000   21.3000   21.4000   21.5000   21.6000   21.7000   21.8000   21.9000   22.0000   22.1000   22.2000   22.3000   22.4000   22.5000   22.6000   22.7000   22.8000 
Altitudes (km) for each row
   80.000    80.500    81.000    81.500    82.000    82.500    83.000    83.500    84.000    84.500    85.000    85.500    86.000    86.500    87.000    87.500    88.000    88.500    89.000    89.500    90.000    90.500    91.000    91.500    92.000    92.500    93.000    93.500    94.000    94.500    95.000    95.500    96.000    96.500    97.000    97.500    98.000    98.500    99.000    99.500   100.000   100.500   101.000   101.500   102.000   102.500   103.000   103.500   104.000   104.500   105.000   105.500   106.000   106.500   107.000   107.500   108.000   108.500   109.000   109.500   110.000   110.500   111.000   111.500   112.000   112.500   113.000   113.500   114.000   114.500   115.000 

Na Density (cm^(-3))
  2.7943e+02   2.9622e+02   2.9690e+02   3.0048e+02  -9.9900e+02   2.7037e+02   2.4725e+02   2.4645e+02   2.5520e+02   2.7022e+02   3.7012e+02   3.4023e+02   3.2441e+02   2.9850e+02   3.2365e+02   3.5956e+02   4.0827e+02   4.5826e+02   4.4436e+02   4.2981e+02   4.1848e+02   4.0444e+02   4.0631e+02   4.2860e+02   5.0329e+02   6.3193e+02   6.5688e+02   5.4905e+02   6.0880e+02   6.1898e+02   7.3736e+02   1.2016e+03   1.5759e+03   2.1738e+03   2.7621e+03   3.1473e+03   3.1555e+03   2.7078e+03   2.4294e+03 
  2.8585e+02   2.9797e+02   2.9251e+02   2.7838e+02  -9.9900e+02   3.0314e+02   2.7331e+02   2.6251e+02   3.0271e+02   3.2822e+02   4.4803e+02   4.3614e+02   4.3202e+02   3.9266e+02   4.5069e+02   5.0631e+02   6.2312e+02   8.1593e+02   7.4800e+02   6.6798e+02   6.5601e+02   6.1286e+02   6.2368e+02   9.4489e+02   1.6490e+03   2.2441e+03   2.1842e+03   1.9220e+03   2.1444e+03   2.2180e+03   2.1678e+03   2.4507e+03   2.7354e+03   3.1438e+03   3.4578e+03   3.5553e+03   3.4826e+03   3.1664e+03   2.8982e+03 
  2.9762e+02   2.8642e+02   2.5582e+02   2.1704e+02  -9.9900e+02   2.8738e+02   2.9499e+02   3.0595e+02   3.5075e+02   3.7531e+02   7.7177e+02   7.5066e+02   6.9080e+02   7.7945e+02   9.5181e+02   1.0152e+03   1.3071e+03   1.6815e+03   1.5341e+03   1.4159e+03   1.3936e+03   1.5110e+03   1.7329e+03   2.2851e+03   3.0690e+03   3.5315e+03   3.4050e+03   3.2466e+03   3.6315e+03   3.8190e+03   3.6636e+03   3.4880e+03   3.4638e+03   3.6073e+03   3.6682e+03   3.6124e+03   3.4281e+03   3.2381e+03   3.0860e+03 
  3.3872e+02   3.1276e+02   2.9335e+02   2.5274e+02  -9.9900e+02   2.8178e+02   2.8973e+02   3.7287e+02   5.2583e+02   6.3490e+02   1.5281e+03   1.5081e+03   1.4097e+03   1.5851e+03   1.8279e+03   1.8599e+03   2.2423e+03   2.6504e+03   2.5457e+03   2.4972e+03   2.3715e+03   2.5676e+03   3.0658e+03   3.3675e+03   3.5363e+03   3.6373e+03   3.5202e+03   3.5621e+03   3.9972e+03   4.2010e+03   4.1717e+03   3.9635e+03   3.7685e+03   3.7433e+03   3.6660e+03   3.5202e+03   3.2925e+03   3.1298e+03   3.0138e+03 
  3.5943e+02   3.6071e+02   4.2005e+02   4.1855e+02  -9.9900e+02   3.8478e+02   5.1895e+02   7.4711e+02   1.1204e+03   1.4011e+03   2.1413e+03   2.1563e+03   2.0520e+03   2.1482e+03   2.4091e+03   2.4609e+03   2.8167e+03   3.2675e+03   3.4448e+03   3.5354e+03   3.3486e+03   3.4024e+03   3.7462e+03   3.8348e+03   3.5661e+03   3.6287e+03   3.6111e+03   3.7186e+03   4.0461e+03   4.1279e+03   4.1120e+03   3.9653e+03   3.7282e+03   3.6072e+03   3.4863e+03   3.3290e+03   3.1269e+03   2.9604e+03   2.9036e+03 
  5.4197e+02   6.3699e+02   1.1384e+03   1.3268e+03  -9.9900e+02   1.1883e+03   1.3134e+03   1.5554e+03   1.8803e+03   2.0537e+03   2.3932e+03   2.4208e+03   2.3399e+03   2.3877e+03   2.6371e+03   2.7370e+03   3.1211e+03   3.7444e+03   4.1752e+03   4.2932e+03   4.1205e+03   4.0207e+03   4.0973e+03   4.0747e+03   3.6700e+03   3.6965e+03   3.7275e+03   3.8149e+03   4.0527e+03   4.0558e+03   3.9419e+03   3.8014e+03   3.5764e+03   3.4260e+03   3.2661e+03   3.1155e+03   2.9358e+03   2.7960e+03   2.7538e+03 
  1.5065e+03   1.6415e+03   2.1818e+03   2.3614e+03  -9.9900e+02   2.0352e+03   2.1168e+03   2.2155e+03   2.3420e+03   2.3524e+03   2.4236e+03   2.4946e+03   2.5093e+03   2.5798e+03   2.8396e+03   3.0735e+03   3.4500e+03   4.0907e+03   4.5271e+03   4.5319e+03   4.4257e+03   4.3474e+03   4.2840e+03   4.1542e+03   3.8423e+03   3.8568e+03   3.8152e+03   3.8066e+03   3.9923e+03   3.9157e+03   3.7605e+03   3.6567e+03   3.5100e+03   3.4096e+03   3.2228e+03   3.0302e+03   2.9278e+03   2.7423e+03   2.6003e+03 
  2.6019e+03   2.6390e+03   2.8002e+03   2.7970e+03  -9.9900e+02   2.4266e+03   2.4816e+03   2.4004e+03   2.4244e+03   2.3878e+03   2.5268e+03   2.5238e+03   2.5449e+03   2.7332e+03   3.0740e+03   3.4333e+03   3.8057e+03   4.2371e+03   4.5387e+03   4.5285e+03   4.5320e+03   4.5156e+03   4.3636e+03   4.2064e+03   3.9811e+03   3.9670e+03   3.8722e+03   3.8164e+03   3.8878e+03   3.7118e+03   3.6365e+03   3.6065e+03   3.5462e+03   3.4585e+03   3.2798e+03   3.0968e+03   3.0615e+03   2.7884e+03   2.5416e+03 
  2.9825e+03   2.9572e+03   2.9415e+03   2.8969e+03  -9.9900e+02   2.4953e+03   2.4749e+03   2.4130e+03   2.4522e+03   2.4788e+03   2.7065e+03   2.6674e+03   2.6208e+03   2.8655e+03   3.2204e+03   3.6267e+03   4.0144e+03   4.2672e+03   4.4414e+03   4.4920e+03   4.5013e+03   4.4298e+03   4.3170e+03   4.1400e+03   3.9196e+03   3.9430e+03   3.8687e+03   3.7840e+03   3.7496e+03   3.5773e+03   3.6180e+03   3.6606e+03   3.6441e+03   3.5477e+03   3.3594e+03   3.2506e+03   3.2665e+03   2.8931e+03   2.5622e+03 
  2.9522e+03   2.9498e+03   2.9509e+03   2.9604e+03  -9.9900e+02   2.5710e+03   2.5276e+03   2.5924e+03   2.6838e+03   2.8583e+03   3.1210e+03   3.0780e+03   3.0104e+03   3.0826e+03   3.3611e+03   3.7517e+03   4.0723e+03   4.2899e+03   4.3766e+03   4.3546e+03   4.3666e+03   4.2979e+03   4.2104e+03   4.0083e+03   3.8480e+03   3.8363e+03   3.7733e+03   3.6388e+03   3.5481e+03   3.4916e+03   3.6991e+03   3.7670e+03   3.7617e+03   3.6995e+03   3.5513e+03   3.4411e+03   3.4308e+03   3.0939e+03   2.6893e+03 
  3.1681e+03   3.1015e+03   3.0750e+03   3.0817e+03  -9.9900e+02   3.0410e+03   2.9232e+03   3.0161e+03   3.1418e+03   3.3890e+03   3.6274e+03   3.6102e+03   3.5639e+03   3.5641e+03   3.7355e+03   3.9229e+03   4.0334e+03   4.1918e+03   4.2444e+03   4.1965e+03   4.2335e+03   4.1533e+03   4.0147e+03   3.8458e+03   3.7493e+03   3.7478e+03   3.6493e+03   3.4870e+03   3.4105e+03   3.5078e+03   3.7736e+03   3.8219e+03   3.8132e+03   3.7549e+03   3.6605e+03   3.5415e+03   3.5280e+03   3.2586e+03   2.8806e+03 
  3.4899e+03   3.3552e+03   3.3810e+03   3.4184e+03  -9.9900e+02   3.5611e+03   3.4735e+03   3.5490e+03   3.6847e+03   3.9086e+03   3.9722e+03   3.9856e+03   3.9123e+03   3.9335e+03   3.9979e+03   3.9951e+03   4.0443e+03   4.1602e+03   4.1926e+03   4.1330e+03   4.0996e+03   3.9939e+03   3.8304e+03   3.6973e+03   3.5732e+03   3.6033e+03   3.5409e+03   3.4434e+03   3.4218e+03   3.5691e+03   3.8171e+03   3.8375e+03   3.8538e+03   3.8040e+03   3.6567e+03   3.5907e+03   3.6268e+03   3.3083e+03   3.0423e+03 
  3.7422e+03   3.6418e+03   3.7827e+03   3.8677e+03  -9.9900e+02   3.9625e+03   4.0254e+03   4.0455e+03   4.1122e+03   4.2413e+03   4.1373e+03   4.1420e+03   4.1057e+03   4.1265e+03   4.1180e+03   4.1359e+03   4.2058e+03   4.3631e+03   4.3975e+03   4.2254e+03   4.0571e+03   3.9629e+03   3.8353e+03   3.6942e+03   3.4859e+03   3.5291e+03   3.5479e+03   3.4844e+03   3.5018e+03   3.7568e+03   4.0459e+03   4.0970e+03   4.2554e+03   4.1278e+03   3.8174e+03   3.7368e+03   3.7811e+03   3.4210e+03   3.2173e+03 
  4.0088e+03   3.9675e+03   4.0754e+03   4.1331e+03  -9.9900e+02   4.2891e+03   4.3733e+03   4.3613e+03   4.3946e+03   4.3999e+03   4.3357e+03   4.3821e+03   4.4379e+03   4.6097e+03   4.6460e+03   4.6783e+03   4.6437e+03   4.6321e+03   4.6961e+03   4.5403e+03   4.2744e+03   4.2966e+03   4.2324e+03   4.0063e+03   3.6619e+03   3.6992e+03   3.7168e+03   3.5481e+03   3.6874e+03   4.2407e+03   4.5904e+03   4.6210e+03   4.6330e+03   4.4723e+03   4.1596e+03   4.0566e+03   4.0211e+03   3.7212e+03   3.5683e+03 
  4.2434e+03   4.2756e+03   4.4160e+03   4.4535e+03  -9.9900e+02   4.6764e+03   4.8189e+03   4.8270e+03   4.8078e+03   4.7609e+03   4.9593e+03   4.9558e+03   5.0500e+03   5.3934e+03   5.3531e+03   5.1703e+03   4.9721e+03   4.9711e+03   5.2693e+03   5.1151e+03   4.7941e+03   4.7863e+03   4.8859e+03   4.6584e+03   4.2358e+03   4.2812e+03   4.3114e+03   4.1258e+03   4.2585e+03   4.5465e+03   4.7848e+03   4.7402e+03   4.5149e+03   4.4443e+03   4.3395e+03   4.2687e+03   4.1204e+03   3.9683e+03   3.8182e+03 
