ALO Lidar Data on 20190903

UT (hour) for each column
  -0.4000   -0.3000   -0.2000   -0.1000    0.0000    0.1000    0.2000    0.3000    0.4000    0.5000    0.6000    0.7000    0.8000    0.9000    1.0000    1.1000    1.2000    1.3000    1.4000    1.5000    1.6000    1.7000    1.8000    1.9000    2.0000    2.1000    2.2000    2.3000    2.4000    2.5000    2.6000    2.7000    2.8000    2.9000    3.0000    3.1000    3.2000    3.3000    3.4000    3.5000    3.6000    3.7000    3.8000    3.9000    4.0000    4.1000    4.2000    4.3000    4.4000    4.5000    4.6000    4.7000    4.8000    4.9000    5.0000    5.1000    5.2000    5.3000    5.4000    5.5000    5.6000    5.7000    5.8000    5.9000    6.0000    6.1000    6.2000    6.3000    6.4000    6.5000    6.6000    6.7000    6.8000    6.9000    7.0000    7.1000    7.2000    7.3000    7.4000    7.5000    7.6000    7.7000    7.8000    7.9000    8.0000    8.1000    8.2000    8.3000    8.4000    8.5000    8.6000    8.7000    8.8000    8.9000    9.0000    9.1000    9.2000    9.3000    9.4000    9.5000    9.6000    9.7000    9.8000    9.9000   10.0000   10.1000 
Altitudes (km) for each row
   80.000    80.500    81.000    81.500    82.000    82.500    83.000    83.500    84.000    84.500    85.000    85.500    86.000    86.500    87.000    87.500    88.000    88.500    89.000    89.500    90.000    90.500    91.000    91.500    92.000    92.500    93.000    93.500    94.000    94.500    95.000    95.500    96.000    96.500    97.000    97.500    98.000    98.500    99.000    99.500   100.000   100.500   101.000   101.500   102.000   102.500   103.000   103.500   104.000   104.500   105.000   105.500   106.000   106.500   107.000   107.500   108.000   108.500   109.000   109.500   110.000   110.500   111.000   111.500   112.000   112.500   113.000   113.500   114.000   114.500   115.000 

Na Density (cm^(-3))
  1.3503e+02   1.3509e+02   1.3479e+02   1.4853e+02   1.6362e+02   1.7399e+02   1.6554e+02   1.4699e+02   1.3415e+02   1.3926e+02   1.5065e+02   1.3060e+02   1.2837e+02   1.3837e+02   1.9545e+02   2.0301e+02   1.8486e+02   1.5196e+02   1.0888e+02   1.0910e+02   1.3663e+02   8.1550e+01   5.0589e+01  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   1.2235e+03   1.0865e+03   1.0052e+03   9.2003e+02   7.9395e+02   6.4458e+02   4.3475e+02   3.0363e+02   2.3077e+02   2.2730e+02   1.9008e+02   1.4473e+02   1.6578e+02   2.1635e+02   2.6364e+02   3.6079e+02   3.8622e+02   1.5413e+02   7.8337e+01   1.7123e+02   1.9917e+02   1.0865e+02   9.4558e+01   1.0538e+02   8.6280e+01  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   3.9231e+02   4.3046e+02   5.0976e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   4.6045e+02   4.4287e+02   4.3009e+02   4.0610e+02   4.0039e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   9.7784e+01   8.1420e+01   8.9137e+01   1.3088e+02   1.9754e+02   2.1219e+02   1.8021e+02 
  1.4186e+02   1.4993e+02   1.6066e+02   1.7976e+02   1.9892e+02   2.1585e+02   2.0744e+02   1.9237e+02   1.9259e+02   2.1374e+02   2.2468e+02   2.1463e+02   2.2780e+02   2.4328e+02   2.6822e+02   2.6800e+02   2.7516e+02   2.6679e+02   2.4550e+02   1.9030e+02   1.8970e+02   2.1396e+02   3.3268e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   1.3059e+03   1.2379e+03   1.1363e+03   1.0067e+03   8.8701e+02   7.1725e+02   4.8766e+02   3.8114e+02   3.4255e+02   3.2723e+02   2.5780e+02   2.2322e+02   2.9081e+02   4.6149e+02   4.6807e+02   3.9947e+02   3.4007e+02   2.0495e+02   1.9092e+02   2.7420e+02   2.2437e+02   1.4532e+02   1.5488e+02   1.6867e+02   1.6547e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   5.2814e+02   5.6044e+02   6.1632e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   5.5450e+02   5.4187e+02   5.0830e+02   5.3003e+02   5.5713e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   1.1194e+02   1.4251e+02   1.9525e+02   2.7921e+02   3.3275e+02   3.0157e+02   3.0328e+02 
  1.6050e+02   1.8257e+02   2.0570e+02   2.4647e+02   2.8025e+02   2.8161e+02   2.7232e+02   2.6408e+02   2.6399e+02   2.8793e+02   2.8400e+02   2.8281e+02   2.9666e+02   3.1109e+02   3.4222e+02   3.4108e+02   3.8375e+02   4.1850e+02   4.4675e+02   3.8072e+02   3.5263e+02   4.5458e+02   6.3982e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   1.2799e+03   1.2570e+03   1.1802e+03   1.0508e+03   9.2697e+02   7.4931e+02   5.5261e+02   4.6705e+02   4.4633e+02   4.5793e+02   4.2313e+02   4.6544e+02   5.4366e+02   6.7490e+02   6.1435e+02   4.4028e+02   4.0214e+02   3.4664e+02   3.4385e+02   3.3160e+02   2.7109e+02   2.2482e+02   2.8864e+02   2.6911e+02   2.4432e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   6.5976e+02   6.7522e+02   7.0852e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   7.3309e+02   6.9866e+02   6.2801e+02   6.6746e+02   7.1613e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   3.4765e+02   3.6597e+02   4.6612e+02   5.9986e+02   6.8351e+02   6.1267e+02   5.4568e+02 
  2.1484e+02   2.6334e+02   3.0578e+02   3.5893e+02   3.8860e+02   3.7690e+02   3.6676e+02   3.6026e+02   3.5904e+02   3.7021e+02   3.5383e+02   3.4706e+02   3.6506e+02   4.1453e+02   4.7370e+02   4.8310e+02   5.5118e+02   6.2839e+02   7.1873e+02   6.6300e+02   6.7782e+02   8.5311e+02   1.0707e+03  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   1.2405e+03   1.2396e+03   1.1748e+03   1.0579e+03   9.4181e+02   7.7867e+02   6.1106e+02   5.5674e+02   5.7040e+02   6.1443e+02   6.2312e+02   7.0272e+02   7.9703e+02   8.4269e+02   7.2235e+02   5.9079e+02   5.3225e+02   5.0728e+02   4.7207e+02   4.1075e+02   3.7243e+02   3.6425e+02   4.4975e+02   3.8921e+02   2.9930e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   7.9487e+02   8.0663e+02   8.4259e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   9.0814e+02   8.3900e+02   7.1456e+02   7.3313e+02   8.1834e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   6.3987e+02   6.8850e+02   8.0595e+02   9.6003e+02   1.0410e+03   8.8698e+02   7.1921e+02 
  3.3094e+02   3.9806e+02   4.3810e+02   4.7021e+02   4.8787e+02   4.8192e+02   4.7038e+02   4.5059e+02   4.5411e+02   4.7003e+02   4.5773e+02   4.5995e+02   5.0466e+02   6.0241e+02   6.9557e+02   7.0342e+02   7.7816e+02   8.5180e+02   9.5617e+02   9.7402e+02   1.0533e+03   1.2986e+03   1.5735e+03  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   1.2032e+03   1.2150e+03   1.1505e+03   1.0397e+03   9.4295e+02   8.1515e+02   6.9272e+02   7.2121e+02   8.1009e+02   8.7160e+02   8.1964e+02   8.8513e+02   9.4530e+02   1.0082e+03   8.5799e+02   6.7300e+02   5.9570e+02   5.8235e+02   6.0971e+02   5.9259e+02   5.8527e+02   5.8106e+02   5.7265e+02   5.0395e+02   4.4563e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   9.2642e+02   9.4390e+02   1.0173e+03  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   9.9881e+02   9.1868e+02   7.8788e+02   8.1207e+02   8.9182e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02  -9.9900e+02   8.5098e+02   9.2879e+02   1.0860e+03   1.2781e+03   1.3051e+03   1.1463e+03   9.0480e+02 
